"average_test_body_acc_x" "average_test_body_acc_y" "average_test_body_acc_z" "average_test_body_gyro_x" "average_test_body_gyro_y" "average_test_body_gyro_z" "average_test_total_acc_x" "average_test_total_acc_y" "average_test_total_acc_z" "average_train_body_acc_x" "average_train_body_acc_y" "average_train_body_acc_z" "average_train_body_gyro_x" "average_train_body_gyro_y" "average_train_body_gyro_z" "average_train_total_acc_x" "average_train_total_acc_y" "average_train_total_acc_z"
"V11" -0.00128805274655175 0.00365226394349237 0.00159668733616797 -0.0167310135398066 0.0147172132102579 0.00742378902842314 0.818463192262674 0.00783841967556837 0.0815702816594265 4.54134473294204e-05 -0.00370666175881434 0.00449349380623681 0.00039088603499796 0.00193353374854153 0.00444417270472728 0.806948880928579 0.0248669326101877 0.0904137510894097
"V12" 0.000409422567072616 0.00380001228434238 0.00215691663755684 -0.0211315119992576 0.0129838869352077 0.0081337458751337 0.82010308052036 0.00802567915362742 0.082161251004228 0.000849827690821273 -0.0033394971321843 0.00475272133527652 0.0011121614655185 -0.00172217723271885 0.00369393199029937 0.807705150510052 0.0252841297554597 0.0907132020901224
"V13" 0.00312875397226366 0.0030747056277153 0.00264487271490159 -0.0242402651062419 0.0086474064532114 0.00998678238833526 0.822764938319952 0.00734044408187988 0.0826791443233797 0.00111125528127587 -0.0034619019587678 0.00463667856525054 0.0029626880361895 -0.00638102542015601 0.00305582396387432 0.807919058192587 0.0252105760703958 0.0906387539555291
"V14" 0.00492703294289583 0.00080527039460604 0.00200088116825008 -0.0239025082398914 0.00726245802365694 0.0112800195344235 0.824506073883984 0.00511165547372243 0.0820643822231761 0.000940689868871191 -0.00406490391024361 0.00444634363189962 0.0045830871095718 -0.00921182465054434 0.00248012777427775 0.807701731177394 0.0246550134601415 0.0904914095912214
"V15" 0.00326497064940142 -0.000814847771886596 0.00143378115950458 -0.0215297067757359 0.00935469562628096 0.00834285419761113 0.822787537861724 0.00353269721014591 0.0815258857480387 0.000663381536396164 -0.00380099099006148 0.00366049369595403 0.00503097490805835 -0.0114056660120166 0.000443973807532508 0.807378537852646 0.0249647347384712 0.0897499577578672
"V16" 0.00119014151976586 -0.00121324844659654 0.00241148338457448 -0.0193641620517679 0.0124279377358195 0.00512873410600271 0.820657170312318 0.00317583204217849 0.0825316311659043 0.000142178546757685 -0.00275664347054108 0.00280480862251755 0.00450224171260977 -0.00930303366736303 -0.0018563086834898 0.806812433848637 0.0260530604429257 0.0889400589942913
"V17" 0.000844694157441466 -0.000582269546354259 0.00307057991504072 -0.0175065594582469 0.00927914644120903 0.00516031701460129 0.820257354845029 0.00384854243745165 0.083218286284944 -0.00203116633282209 -0.00145880875008909 0.00239704800874728 0.00263390989778536 -0.00684023657151537 -0.00403285328867383 0.804595223397756 0.0273928933706338 0.0885794164474306
"V18" 0.000434415545271802 0.000135503611474041 0.00277575357662131 -0.0143855518607933 0.00493582098335256 0.00591442802496098 0.81979398209379 0.00460807681890058 0.082950623228266 -0.00466174760206951 -0.000927232495877951 0.00204469237462663 0.000418210129053577 -0.010152545403856 -0.00581505940733433 0.80192180336554 0.0279644052181678 0.0882754221562565
"V19" 0.000313894841483203 -0.000679940321397353 0.0018202325013512 -0.0125495069589074 0.00860847384861893 0.00487108345102511 0.81962173944435 0.00383428787441127 0.0820219655672209 -0.00546450418237844 -0.00092823168189679 0.00190932419042165 0.000284701783355549 -0.0144325575382299 -0.00618806218130277 0.801077107640042 0.0280012484840832 0.0881895529338003
"V20" 0.000491623601170682 -0.00115705765217842 0.000629634530668476 -0.0152010511300071 0.0143856079519783 0.00185447492934371 0.819749176346658 0.00339858834591992 0.0808579916545436 -0.00564453787026483 -0.00105647104145675 0.00132628420797674 0.00108861651306202 -0.0161058482234555 -0.00605468448886371 0.800855844299835 0.0279087546571341 0.0876570304962827
"V21" 0.000546873351270105 -0.000774718441583644 0.00110025865574143 -0.0187217415363522 0.0157482332201459 0.000944518420309128 0.81975564243831 0.00382197226915507 0.0813550190329318 -0.00470352543235181 -0.00161931615960147 0.000448178264364676 0.00223641261305197 -0.0151348260094356 -0.00543824390967024 0.801756114519002 0.0273795574491159 0.0868303290368838
"V22" 0.000701877227489311 -0.000957136551669155 0.00158779169204978 -0.0202288384940743 0.0119546143329216 0.003411901807302 0.819863390156227 0.00368009442490668 0.0818687306235494 -0.00335572271154831 -0.00194394402353795 -0.000266458618962323 0.00544045920766295 -0.0130191207957869 -0.00570199308884725 0.803063489967369 0.0270864708801415 0.0861678218088868
"V23" 0.000825581462585341 -0.00119872004357245 0.00113353815308958 -0.0217936773741262 0.0058811905309603 0.00547132577049881 0.819941430360672 0.00347842435673566 0.0814404442708178 -0.00342121273943973 -0.00162467751714499 -0.000962439368439853 0.00865608230428482 -0.0110512219612915 -0.00635018930801537 0.802957748426863 0.0274351515438711 0.0855245074317723
"V24" 0.00104059774461215 -0.00126913205838548 0.000901009371408212 -0.024079297736247 0.00408876336579131 0.00629183617642294 0.820112440602443 0.00344717809519511 0.081233674418585 -0.00302545336319709 -0.0010308870120404 -0.000940474905693512 0.00983956686371248 -0.00930815564632284 -0.00584673668464567 0.803313364746027 0.0280562169823885 0.0855994635869682
"V25" 0.000612650441228911 -0.00144747334905599 8.19880530159483e-05 -0.0257638418901595 0.00491110946214455 0.00668417917812182 0.819642170197082 0.00330713933673227 0.0804402043292501 -0.00288752145008732 -0.000213256341726469 -0.00118461772474026 0.00833305711425639 -0.00882350474996926 -0.00688740870955405 0.803411186105287 0.0288989990439336 0.0854084244179399
"V26" 0.00011240463005022 -0.00230075906727282 0.000688008110340346 -0.0265804857173919 0.00332380356586698 0.00645662569285545 0.819101314878181 0.00249117452744825 0.0810715415162267 -0.00331683541477661 0.000696688287803455 -0.00175946062307975 0.00509184991093444 -0.00740278839706746 -0.0082725567476892 0.802941751662832 0.029832026536303 0.0848865836917954
"V27" 0.000255370811213098 -0.00356511169117747 0.00275355098653885 -0.0265599974626705 0.000803230184777062 0.00595210362472684 0.81920540220979 0.00126302917687818 0.0831621522612012 -0.00282463481241308 0.000920853799134793 -0.0016083139448191 0.0040013445524932 -0.00688302208783052 -0.00733118280284657 0.803393766783814 0.030077301756624 0.0850904209802095
"V28" -0.000468065228297251 -0.00502832370829522 0.00301228634210282 -0.0228547107463269 0.000635063832799288 0.00533436083446183 0.818444801967255 -0.000165265311774686 0.0834457458581812 -0.0025806197146701 0.000478706927750019 -0.00205805782773871 0.00486900787879421 -0.00955802133374211 -0.00547463687282205 0.803597497378373 0.0296544104348885 0.0846928471994547
"V29" -0.00168845187806552 -0.00665017045859518 0.0020419423443943 -0.0178263291687546 0.00495807354262504 0.00346114721324703 0.817188930801357 -0.00175370728646081 0.0825001220656261 -0.00214029740918443 0.000320719049662881 -0.00296811095903183 0.00630343564926795 -0.0104366756969298 -0.00358689106880196 0.803997410785677 0.0295139392953128 0.0838342382171858
"V30" -0.00292671779985239 -0.00679082524331897 0.000973441872066169 -0.0183890324119023 0.00809988503399525 0.00025348177574245 0.815916785364812 -0.00186274870675263 0.0814562721349406 -0.00106629287809875 0.000798775006438697 -0.00314070810411561 0.00790297998188493 -0.00827734368216132 -0.00260840734685623 0.805030896493021 0.0300078802329217 0.0837121416910093
"V31" -0.0054316933881812 -0.005902420125679 0.00108181601913302 -0.0204484382375602 0.00468876710503224 -0.00239449558654394 0.81337936991376 -0.000944804779192399 0.0815892469905294 -0.000657398378513738 0.00140579002249347 -0.00276990911108528 0.00648390256854366 -0.00490013328253781 -0.00280032113820117 0.805399179375204 0.030629251866809 0.0841322806274075
"V32" -0.00875257811909617 -0.00464858015907302 0.0020926069937869 -0.0188681157147018 0.00152883166326434 -0.00360242198014734 0.810027245081412 0.000336248106173735 0.082624593456057 -0.000839037994178047 0.00128009926133784 -0.00237587274084997 0.00362444526419614 -0.00505022342485365 -0.00267133003203754 0.805176907900505 0.0305165184999728 0.084574294497299
"V33" -0.0107638898876349 -0.00279739944725789 0.00134084949597557 -0.0163513310407645 -0.000236006368718357 -0.00352821682983034 0.807985532810655 0.0022121438132338 0.0818973572982151 -0.00019225607925204 0.000508318253801551 -0.00228170293615781 0.00283358196340397 -0.0101245598269184 -0.00177433471673848 0.805783125421591 0.0297564218855767 0.0847149151387065
"V34" -0.00939349748398734 -0.00161627285451985 9.19477903729218e-05 -0.0147034594705199 -0.00398110682384798 -0.0027978199742209 0.809325900723583 0.00341541094466237 0.0806729520082117 0.00156999281829581 -0.0003850532496713 -0.00233829469862881 0.00252438081404006 -0.0115124144337934 -0.00132164568479992 0.807504957271205 0.0288735621652353 0.0847031054782835
"V35" -0.00612894506629046 -0.00110103227050085 -0.000461512365549983 -0.0156513482747119 -0.0031797532071191 -0.00204294221650865 0.812560386740075 0.00395022154625042 0.0801439370289379 0.00248797914011629 -0.00104387354415941 -0.00281894423478391 0.00219999066297851 -0.00814330488471042 -0.00169133757559331 0.808382810957726 0.0282241412795756 0.0842654452812119
"V36" -0.00496071221369562 -0.000951121459194096 -0.000306041813898541 -0.0200788689993563 0.00169461600582457 -0.00095235060523244 0.813698191009162 0.00411718343576519 0.0803237381144079 0.00274149886242116 -0.0011397396770744 -0.00324565559054448 0.00251151540446124 -0.00403198143120443 -0.00136659866567012 0.808596671241744 0.0281365859451425 0.0838798086410909
"V37" -0.00590540143200916 -0.000871324655011537 0.00154228468776111 -0.0240935557004377 0.00312991691905497 6.46060802042756e-05 0.812722507451832 0.00421159828741093 0.0821962173740075 0.00293065357036031 -0.000761209290063248 -0.00331816285835827 0.00243343907672987 -0.000888215664833243 -0.00117113643920729 0.808746839650108 0.0285223467531814 0.0838463339800734
"V38" -0.00579401917001629 -0.000816572648274516 0.00308038256419172 -0.0213882047664245 -0.000173346157258229 4.73182397828302e-05 0.812802164731116 0.00427862060318968 0.0837582778097251 0.00218480559705597 5.25149824802775e-05 -0.0039261117342514 0.00147164050273735 -0.00286141043662854 -0.00248840601022633 0.807962884274748 0.0293422330456202 0.0832752456744519
"V39" -0.00388658635081527 -0.00121668047532745 0.00332823486581676 -0.0156898008482576 -0.00535183671056329 -0.00114451188301289 0.814677000455887 0.00388852918598235 0.0840299587689175 0.00193125979771843 0.000354188223716404 -0.00476384680705658 0.00105603595266281 -0.00702965302408787 -0.00318824940380775 0.807672272650857 0.0296490452578074 0.0824720647928196
"V40" -0.00278012502357957 -0.000582894125758738 0.00305899772046827 -0.0150038560587733 -0.00481053366569189 -0.00335306457214218 0.815749905621106 0.00453016167862233 0.0837845172870716 0.00236994164226415 3.03996663469804e-05 -0.00555993607675383 0.0022323943506099 -0.00693146675070661 -0.0029514996964728 0.80807507148225 0.029329434228191 0.0817080696769859
"V41" -0.00388698028891401 0.00139940004815847 0.00227416730087547 -0.015485960189587 -0.00203142569940278 -0.00444047097558324 0.814608495733288 0.00651824058724126 0.0830235426299084 0.0025058478243318 0.000218523411193294 -0.00536835414988928 0.00292651296243158 -0.00414957466831556 -0.00363778985837976 0.808176401270117 0.0295208415273993 0.0819291190308841
"V42" -0.00535577522407872 0.00320329578775365 0.00204399458948517 -0.0168538180025463 -0.005407116358321 -0.00206258978742789 0.813104132895657 0.00832601956426875 0.0828173536004581 0.00241564536435881 0.000554022082182644 -0.00378928027121627 0.00232155609568743 -0.00172786175728278 -0.00449484812524048 0.808053051314051 0.0298587962423842 0.0835348743015275
"V43" -0.00541105268601493 0.00318181127194537 0.0019819503323586 -0.0214452175105596 -0.00862466328857482 0.000483159784692908 0.813012223826094 0.00830675067500848 0.0827794643641025 0.00176379036777462 0.000788448663180495 -0.0029457973138565 0.00273717028610324 0.00078784226216722 -0.00376685640413796 0.807369595739309 0.0300949260295144 0.0844021508948852
"V44" -0.0047344249125755 0.00163426295564568 0.00124981452729895 -0.0225707720159617 -0.0122230777232983 0.000816262553947065 0.81365104454418 0.00676000750807262 0.0820716761442891 0.000860159128238575 0.00104961085937949 -0.00254101386786657 0.00510690193557722 0.00284088742871151 -0.00177109879118498 0.806435976095947 0.0303571226626075 0.0848278030012092
"V45" -0.00459455943387954 0.00157633702222803 0.000455364580179844 -0.0197393679749342 -0.0148120698110519 0.00244678759331049 0.813751870949237 0.0067017025589413 0.0813017626318493 -0.000621797014741635 0.0021067429848395 -0.00220139602258377 0.006601528668875 0.00418244674195348 -0.000141200523934984 0.804925674939279 0.0314147179685936 0.0851853767748096
"V46" -0.00367863440673899 0.00222621662756328 -0.000296029393476688 -0.0177660270859145 -0.00901956691065728 0.00547110831922973 0.814627486772447 0.0073502023175772 0.0805750589315735 -0.00200148727857061 0.0035530431695978 -0.00305561256373808 0.00464993906385457 0.00603091600670797 0.00149405686401946 0.803519250201197 0.0328610402743607 0.0843462309486942
"V47" -0.00137390580074418 0.00137712368634713 -0.00104078529215487 -0.0161102536908117 -0.00275461478601629 0.00638374604493655 0.816890636428164 0.00649889714896505 0.079855072050492 -0.00199430615990734 0.00307866990320729 -0.00362630769732065 0.00196477816908859 0.00732117571203264 0.00347255745906832 0.803501196264309 0.0323864150525734 0.0837877530581298
"V48" -0.000609859081432746 0.00086822471270431 -0.00121832561514218 -0.0144942036713848 0.00147683261390261 0.00385644270487343 0.817611897242552 0.00598710693376315 0.0797022744889379 -0.00246922982840095 0.00221957828983365 -0.00334845650830686 0.000213717840304951 0.00774732931982182 0.00394143451772307 0.803002411310658 0.0315269750629788 0.0840749744289445
"V49" -0.00115775579215711 0.0010139586999016 -0.000626993622359348 -0.0143257568612691 0.00141599025927723 -0.000398673931693247 0.817020156746454 0.00612939153647099 0.0803182102296573 -0.00367874444970797 0.00214769777800381 -0.0032042262486503 -0.00187719235068852 0.00749535086627693 0.00348582051126286 0.801770233747171 0.0314547989256719 0.0842257328769437
"V50" 0.000351023947616559 0.000720197108982695 -0.000304448207067865 -0.0127083546690624 -0.00508910098062423 -0.00271377724618154 0.818484188388782 0.00583172199779776 0.0806651155565558 -0.00383610550397549 0.00138317259864799 -0.0031631799740489 -0.00260356209365186 0.00523643238004597 0.00437183256490598 0.801591244742205 0.0306901376468444 0.0842704843585106
"V51" 0.00344874159472854 0.000706143722112012 -0.000878912772056328 -0.0110869326513017 -0.00674585412442484 -0.00233055238066576 0.821536429869902 0.00581339077677638 0.0801146865998643 -0.00320734155668294 0.000867588066338955 -0.00297380674104381 -0.00237919791856757 0.00368682566529264 0.00662431439592288 0.802199203539663 0.0301746557491839 0.0844607694852503
"V52" 0.00584317800826892 0.000518316765183576 -0.00266534797455786 -0.0131433913552121 -0.00461886854642348 -0.00159199158530031 0.823884972050797 0.00562099145303699 0.0783518793278622 -0.00251597431604353 0.000569642561868607 -0.00269439801079293 -0.00357053525715071 0.00684577880824728 0.00783704284623055 0.802870425130577 0.0298770951944627 0.0847383409838003
"V53" 0.00658704898218968 -0.000181934305218154 -0.00447353788109942 -0.0143371503584696 -0.00130410196844927 -0.00131251777550255 0.82458288110397 0.00491593618793519 0.0765667722759043 -0.00231963189680849 -0.000520701455936344 -0.0024065869644504 -0.00424597358442805 0.0129221991874439 0.0057271507577325 0.803047123843906 0.0287874285096627 0.085021624598542
"V54" 0.00635038954762844 -0.000961345404441805 -0.0045019996825246 -0.0158875175547523 0.00335319600788599 0.000200246675782152 0.824300640862911 0.00413152122309128 0.0765606526270105 -0.00272740430094533 -0.00107720151946096 -0.00133593447819219 -0.0031411590874406 0.0183192519392882 0.00217107574688303 0.802620103950193 0.028231876967315 0.0860851411039499
"V55" 0.00632327700794808 -0.00253681823223889 -0.004016276755415 -0.0171665041380597 0.00170268024542246 0.00318379472438073 0.824228761901622 0.00255084086141839 0.0770677525430336 -0.00264196566259032 -0.000103642044764282 0.00040425985756031 -0.00165664775886445 0.0207127052432989 0.00012151421681163 0.802686575099856 0.0292066032339023 0.0878157127887786
"V56" 0.00676736765543773 -0.00376652895175161 -0.00306007689745165 -0.0139643678349063 -0.00279920247378351 0.0050140644706885 0.824629289914693 0.00131565176267391 0.0780441622474381 -0.00211634360306091 0.00088468901056167 0.00175229827833487 -0.000300621732095211 0.0175084444726148 -6.09338882679541e-05 0.803193416911493 0.0301962823348789 0.0891518251060949
"V57" 0.008458167723804 -0.00345612035135053 -0.00277766176606651 -0.0131097597182599 -0.00448571486762131 0.00469030821235154 0.82627809683339 0.00162019752135392 0.0783454673556837 -0.00206230015844029 0.00127746915266725 0.00188171524785841 -0.000288922760257467 0.012372979134969 0.0012892131286407 0.803228775857263 0.0305905903078754 0.089267259381522
"V58" 0.00929863779775704 -0.00344308773333695 -0.00418440260232236 -0.0125949266599423 -0.00146621491961588 0.00329705041987072 0.827078554092087 0.00162684824774347 0.0769561719634238 -0.00188540541069834 0.0018344839173478 0.000970282968452394 -0.00222207626819527 0.0102386280130653 0.00292329652623871 0.803387025425739 0.03114934973716 0.0883400530455754
"V59" 0.00691305631968952 -0.0037799709246963 -0.00366408928564947 -0.00864557980105361 0.00264441524502341 0.00213632748725144 0.824655345922973 0.00128293495371564 0.0774923680675263 -0.00163928001986066 0.00136694767223611 0.000990335003462935 -0.0038708783633614 0.00851282909663765 0.00357231253183796 0.803614486540887 0.0306838264359961 0.0883427863801891
"V60" 0.00342106558459678 -0.00234570486037509 -0.00302358960850797 -0.00747193913465996 -0.00103124291364947 0.00257745821658364 0.821128417804751 0.00270941292100509 0.0781470661317611 -0.00145365027186288 0.000358435714386289 0.00175485719455514 -0.00450114389281998 0.00781284899930128 0.00343479598908887 0.803781397506638 0.0296776454203618 0.0890886680810188
"V61" 0.00064643657177299 -0.000683447327463522 -0.00366072184079403 -0.00835928628623006 -0.00491469656550288 0.00494121031215134 0.818321702566474 0.00436305801400746 0.0775223510154259 -0.00105205661300435 -9.71460595518227e-05 0.00217836267010854 -0.00564993056132314 0.0085816101727451 0.00290966590916417 0.8041641864662 0.0292247268634059 0.0894924289928373
"V62" 0.00019853094533356 -0.00119768680055344 -0.00287046164676994 -0.00845989658113064 -0.00257562495855786 0.0071101557336342 0.817844594323719 0.003839371482321 0.0783231753532067 -0.00164055848643444 -0.000768785968669219 0.0024883251761839 -0.00775931683905114 0.00677894562297865 0.00258158637850654 0.803556785013833 0.02855606015784 0.0897817772310095
"V63" 0.000452075610631931 -0.00204656122264404 -0.00273971477006108 -0.00771957829762131 -0.000922592560527655 0.00694509833074754 0.818071702917272 0.00298023704119783 0.0784625691415575 -0.0017110190559272 -0.00141602630407563 0.00219401302227271 -0.00886270527943267 0.00415018997808175 0.00300961521355858 0.803467322544052 0.0279120486477233 0.0894662168822833
"V64" -0.00068051629789888 -0.00241523448569457 -0.00305486998276858 -0.00880517152402104 -0.000200515535717 0.00562979380188734 0.816915344240109 0.00260049697331184 0.0781541122206312 -0.000194566934031012 -0.00246535606451007 0.00198075210328317 -0.00628456301702228 0.00273086626199565 0.00360270355388511 0.804964651681991 0.0268661184126251 0.0892312933674565
"V65" -0.00103152057197061 -0.0020665853131208 -0.00272190931413587 -0.0112193132980251 0.00186299696775025 0.00451400249761656 0.816543092808402 0.00293725416104513 0.0784917936710553 0.000377526435224306 -0.00345198849931706 0.00184803239732399 -0.00172968461420552 0.00240243843255767 0.0030939064115523 0.80551752119373 0.0258829310092492 0.0890766970255998
"V66" -0.00228845935434754 0.000425021115328809 -0.0024786846836265 -0.011368573805301 0.00526446133491856 0.00490548870125361 0.815267262239566 0.00541613599032915 0.0787377501410621 0.000585104451656284 -0.003960646382875 0.00122900935708804 0.000557017594071409 0.00336668755825394 0.00183995261299238 0.805705822909072 0.0253776005295335 0.0884357546467492
"V67" -0.00429350157590757 0.00211437621502206 -0.0015799025532097 -0.0133079614329718 0.006694676419566 0.00746369111949678 0.813245466030041 0.00709199774365796 0.0796372798491517 0.00126223962588439 -0.00446325151980615 0.00127566977136861 0.00062080812039917 0.0037523834287432 0.00144627463419573 0.806363721667587 0.0248780178841295 0.0884605955464635
"V68" -0.00450990782615202 0.00124198368732745 -0.00161747461275874 -0.0149331334394493 0.00362037516642348 0.00865226437504784 0.813014163821853 0.00620547824743807 0.0795985064798202 0.00132115935891401 -0.00369242586290615 0.0016959785652447 0.000175754284332155 0.00333618270049837 0.00159294839168662 0.806403526154788 0.0256513657280876 0.0888593097490683
"V69" -0.00451375627262233 0.000216409987852053 -0.00163765999260604 -0.0119636321405911 0.00431099477750594 0.00680610908721446 0.812996979126337 0.00516530024759077 0.0795752277224221 0.0014542561103909 -0.00272833036610201 0.0015263900661327 -0.00144908729811465 0.00193216417720131 0.00237344296858882 0.806517754968444 0.0266173109397851 0.0886684687999946
"V70" -0.00514868750995894 0.000626672427665422 -0.000160931994765524 -0.00942639760376315 0.00949024627095691 0.00406972811028334 0.812349962593112 0.0055605994349983 0.0810470414555434 0.0015612677663489 -0.00223412810814567 0.000967907054071586 -0.00345704509601416 -0.00120337610419981 0.00422880962680087 0.806606235977965 0.0271125675827775 0.0880891861079897
"V71" -0.00712475207557346 0.00230425205019002 7.41311012521206e-05 -0.00858230752821513 0.0105008728531965 0.00336915725717984 0.810362738130404 0.00722296345072956 0.0812754719121049 0.000808072802832713 -0.00157207698995321 0.000832126784334875 -0.00371172592805917 -0.00385004950996586 0.00484675125026083 0.80583495612315 0.0277748023439419 0.0879331465371178
"V72" -0.00822304556364133 0.00300991978924296 -0.000462985890134713 -0.00860372760242246 0.0079397362897455 0.00622477794462504 0.80925385370587 0.0079132999668171 0.0807301270928741 3.51268234711642e-05 -0.00176024247551503 0.00109902159385868 -0.00318041127488478 -0.00485290541307413 0.00417128179252807 0.805044434051238 0.0275859086284956 0.0881803928231026
"V73" -0.00690466805507465 0.00319348405482592 -0.000277328701758059 -0.00820374464157821 0.0055662884306454 0.00801238422330675 0.810561816786461 0.00808159772601629 0.0809060959696641 -0.000323406185106774 -0.0021970062537451 0.000777144897467737 -0.00260839347096353 -0.00488288188367367 0.00368985608244044 0.804668874355832 0.0271474817515084 0.0878395339177176
"V74" -0.00600888607600441 0.00430265547519749 -0.000228081525822871 -0.00635699371468578 0.00825783590914387 0.00612106174437801 0.811447010059722 0.00917576448758059 0.0809443061637292 -0.000931039104512786 -0.00298976029967614 0.000539718093762133 -0.00128857372022977 -0.00366489024004924 0.00312713677327149 0.80404476732207 0.0263520947130849 0.0875838414140914
"V75" -0.0055308461839491 0.00476843444897591 -0.000152346481796064 -0.00767544256912793 0.0139652209191449 0.00429729579369969 0.8119139778755 0.00962702039779437 0.0810077734331965 -0.00131023012033158 -0.00346378503709372 0.00100259820467261 -0.000555143681126904 -0.00331580485053628 0.00271190784321681 0.803649629518622 0.0258744119716812 0.0880292088832753
"V76" -0.00522842299685341 0.00481663018549949 0.000287642384431625 -0.012395663493092 0.0117568693016481 0.00386600081022701 0.812204614240414 0.009661404859396 0.0814343771827146 -0.00107577979545226 -0.00242773004373762 0.00128476751182984 -3.14701434140382e-06 -0.00554719929325476 0.00169111241705046 0.80386860583444 0.0269057127059793 0.0882946552355073
"V77" -0.00389591792544248 0.00430650457527893 0.000553486154433322 -0.0157253296737513 0.005576577757962 0.00511744916733424 0.813524440077333 0.00913840726857821 0.0816858406997285 -0.00104650243867244 -0.00216479183022591 0.00134216406870131 0.00229686099238237 -0.00679638724739622 0.00033509263590914 0.80388283049577 0.0271627463327448 0.0883361635073309
"V78" -0.00173307453791856 0.00242488143318833 9.30928844010844e-06 -0.0168826040636105 0.0043073115158965 0.00577312373713811 0.81567356766963 0.00724504298761452 0.0811264177200204 -0.00157138318171096 -0.00247927827161766 0.0013481568593765 0.00426174553898285 -0.00678299539884412 -0.000463058800454978 0.803343274569382 0.0268411764898885 0.0883271513930305
"V79" -0.00241450729019376 0.000413498032895215 -0.000288725896599932 -0.0167659032616199 0.00684079407937564 0.00195838823714286 0.814977357428402 0.00522316168442484 0.0808123845395555 -0.00219101647464573 -0.00189494517459086 0.00120202708492709 0.0041683724557515 -0.00740119282942682 -0.00174522361123735 0.802709278210983 0.0274172348390547 0.0881669449486725
