"SD_test_body_acc_x" "SD_test_body_acc_y" "SD_test_body_acc_z" "SD_test_body_gyro_x" "SD_test_body_gyro_y" "SD_test_body_gyro_z" "SD_test_total_acc_x" "SD_test_total_acc_y" "SD_test_total_acc_z" "SD_train_body_acc_x" "SD_train_body_acc_y" "SD_train_body_acc_z" "SD_train_body_gyro_x" "SD_train_body_gyro_y" "SD_train_body_gyro_z" "SD_train_total_acc_x" "SD_train_total_acc_y" "SD_train_total_acc_z"
"V23" 0.18508773438386 0.125686083259227 0.100039352789149 0.412844023480487 0.346843582915649 0.252867884339734 0.406609965037091 0.414173383630462 0.308891302723003 0.191283139874834 0.12298207799451 0.107565383172382 0.417690690956442 0.384862535216435 0.257139264611328 0.410678111274063 0.391162861563882 0.356081700480388
"V24" 0.188726475271347 0.126797637939384 0.0990758205696034 0.408073327916049 0.348541500297697 0.257356711361574 0.408394558818594 0.41480466940769 0.30875795583258 0.192178766275378 0.124831417603823 0.107962314273796 0.422656246872045 0.383930255076551 0.256582930182505 0.411197090930297 0.391324703186973 0.356417875113475
"V25" 0.188273857255591 0.127382454093932 0.0972920719457063 0.403634541638331 0.356711801116878 0.25549530862181 0.408426501331316 0.415283258889791 0.308705990434127 0.194531685331563 0.125931331157911 0.108912885808507 0.425131274556161 0.388404464320208 0.258547377469863 0.412529069967055 0.391399575448157 0.35683529822974
"V26" 0.185107474702989 0.126877030869337 0.0975313725169834 0.400663309373109 0.351097705802037 0.256604915587863 0.407039237140653 0.415952276528769 0.308597500839024 0.194738601847534 0.124704180937706 0.108082490399385 0.423689726711909 0.390973868044369 0.260134878096143 0.412467648806463 0.390380920061739 0.356787469020942
"V27" 0.186360729515458 0.126091622985501 0.0952489714567467 0.398785183604192 0.345829920118667 0.25514129964507 0.407509293090225 0.416277070242203 0.306533568823063 0.193641796957171 0.123491965548469 0.107174240146581 0.420311149324626 0.390505356881219 0.259968406729361 0.412122994533151 0.389960047483302 0.356542654030668
"V28" 0.190380373929236 0.122169037168927 0.094022407827018 0.395847375862692 0.34663197824571 0.253313509613266 0.408816889296102 0.415373360091601 0.305381030226106 0.193494893700888 0.124618385460507 0.107475844106085 0.417625122659932 0.383216273209461 0.260107333921832 0.412240124783361 0.390690924150209 0.356820446105312
"V29" 0.191338484967611 0.12040154819335 0.0956343625165727 0.391731251262524 0.353955818269439 0.2521037542626 0.408799895450091 0.415601741876668 0.30631358726724 0.194814931331708 0.126028023622216 0.107225661933223 0.41810166376748 0.388354157069236 0.261137377716012 0.412964922712624 0.391241807846223 0.356988167613696
"V30" 0.189263021023991 0.122607459677411 0.094397126758248 0.383896858854924 0.351487315631231 0.251738346437776 0.407498759937747 0.416687300801398 0.306327488085877 0.196134542113242 0.124720755970204 0.107893362558332 0.417764134190561 0.389135357641759 0.259501915313699 0.414096827946526 0.390819512551055 0.357492948430517
"V31" 0.184484762612765 0.122845147309758 0.0945856171463578 0.383119628513249 0.333242290890567 0.253962411764973 0.404518853619229 0.416710859606553 0.306058425441431 0.196140569238098 0.121132667192539 0.108993041218387 0.416040037004438 0.382956539350292 0.258408552152711 0.414511017242606 0.389559314032503 0.357842355305925
"V32" 0.177100515724186 0.122438425096654 0.0954494310604884 0.382271759024223 0.328653054373832 0.252848023894227 0.399951873395433 0.415838975349672 0.306423283155379 0.196990803030329 0.121518719374902 0.108303317924907 0.412572240018265 0.383854426484099 0.260893029923738 0.414982796876625 0.389890956009921 0.357164697870217
"V33" 0.17864140863225 0.12155788330703 0.0982576251159424 0.380130947597758 0.330716918460371 0.254130487469299 0.399682444818275 0.413997264789147 0.307933243848468 0.195282770375815 0.122056145690386 0.106714750144985 0.413302971833418 0.388727194008057 0.262358533362414 0.414655443628564 0.390611444775509 0.356261484201768
"V34" 0.181834248940732 0.118194353346574 0.0985035872015881 0.38303228125367 0.338290345264273 0.252472417941689 0.401882928689809 0.411782430290397 0.308320150238774 0.194927990276029 0.122388495426808 0.105223609734399 0.414432918839907 0.382028315040277 0.2582625905526 0.415180478361032 0.391121711212517 0.355679956076407
"V35" 0.1832808007994 0.117156298712432 0.0982130062101484 0.385056554368148 0.352826227887628 0.253626661771996 0.404250226020727 0.411064704707426 0.308243589812792 0.19304393011691 0.124648072994324 0.106976585546912 0.413181767421392 0.385106855792865 0.258253877476397 0.414594623243207 0.392121374511355 0.356711962054041
"V36" 0.182540558573812 0.119939431395345 0.0967802814078778 0.386392153447169 0.354233339612841 0.25538564006023 0.404564027012638 0.41205346741552 0.306996610780036 0.191065057832674 0.125628138511378 0.106642740353376 0.411927235122186 0.390805875062919 0.260642676356785 0.41394404039242 0.392534677163765 0.357134943895442
"V37" 0.180707996385221 0.120413875447113 0.0951814950196156 0.393773788112088 0.343470429268788 0.252075251231509 0.403617278766236 0.412110123890064 0.305296146873987 0.191560957317136 0.125054820127469 0.107834394244562 0.412582816523365 0.390266838689202 0.259783926356264 0.414159917886012 0.392031579512911 0.357759032429459
"V38" 0.182716747856757 0.11826242465917 0.0912476996482933 0.400999366298057 0.340904381245866 0.252290412196597 0.404597183294878 0.411406316057334 0.303476579981685 0.194654463682854 0.125111606317749 0.108787934307924 0.412635097631269 0.391153839865821 0.261394264396485 0.415200914529806 0.391436755215871 0.358676964701997
"V39" 0.185626495606592 0.120704651816143 0.0918235173084299 0.403611095235504 0.349530320866538 0.257944224703433 0.406408100960464 0.412823902209002 0.303266932955587 0.195877814771697 0.125105245961554 0.108547030197299 0.413510259612333 0.386476777620353 0.262528567994867 0.415725699884416 0.391402810686842 0.359256871129109
"V40" 0.186571028933008 0.121450822072369 0.0933126604985768 0.404995203674714 0.348231061587953 0.261990019941482 0.407232890754392 0.413077300118595 0.304095529830294 0.193948276717375 0.124542587700849 0.108994342781351 0.41038151567446 0.386403360502928 0.260095205523603 0.415044644929928 0.391470023130355 0.360268862916671
"V41" 0.186903641619295 0.118027804132181 0.0942406599448705 0.404442494940233 0.345253654973387 0.255638925332189 0.406913611806568 0.411121021135547 0.305137789476978 0.194268301450344 0.123688816433644 0.108901029565641 0.408082535964312 0.387058529665832 0.257983987771372 0.415399494361385 0.391107642991659 0.360201702526062
"V42" 0.190165827700507 0.117780770087649 0.094676877485961 0.402136090960972 0.331315097921939 0.248384935473754 0.407588635329957 0.409990425088107 0.305141703136538 0.19440229362265 0.122597051227227 0.108189316076373 0.40985794561789 0.393609511753824 0.258719932238723 0.415424178713334 0.390840007435071 0.358426590585693
"V43" 0.187756249627995 0.119933489839326 0.0936228930699078 0.402033237927784 0.330187981364042 0.245200423161589 0.406320229686297 0.409780605265356 0.30496895664094 0.194252890497722 0.120786793949582 0.109266117413664 0.413662020605703 0.390894841348804 0.256542988446413 0.415034189947106 0.390099349643823 0.358171156737099
"V44" 0.182584995554653 0.122060850222131 0.0912470358080219 0.39880405732029 0.331782813921654 0.248262716278593 0.404321597768692 0.41016519725145 0.304931801169234 0.193401871583268 0.120257008608112 0.107612553464323 0.415837196300499 0.379847118543079 0.25580150665859 0.414257270001636 0.38959900943519 0.357765367511243
"V45" 0.175981643021689 0.124140083513508 0.0921789717930186 0.396232777196088 0.332211712110814 0.254519626843044 0.401500711493698 0.410735707974495 0.305714327259515 0.190121921179999 0.119887912809657 0.104329625750113 0.415701273623581 0.383993092860352 0.257206404159814 0.412069434940973 0.388973617420658 0.356752442240992
"V46" 0.175748610730628 0.123013764858837 0.0938644642350198 0.392435765823693 0.328415458656593 0.254978015467358 0.401962364984987 0.410785741817275 0.306909418041864 0.19023035836774 0.119655414647967 0.103150302075399 0.41261902232074 0.384518424250022 0.259276002218966 0.411592344178077 0.38805492835726 0.357311545483043
"V47" 0.182148752224854 0.122816437122766 0.0955265917010009 0.389498115953295 0.33530265926171 0.251590019527575 0.406014609259846 0.411361975941763 0.307950676683552 0.194011444583722 0.120545325798683 0.103937850308911 0.411638482563708 0.38184757376412 0.255287117329238 0.413280638258484 0.388455485117396 0.358263080822542
"V48" 0.183117034059527 0.120691699784974 0.0968191566356655 0.389601200946455 0.348030302290292 0.248358838881894 0.406672368200797 0.410024017070719 0.308568062178278 0.196447233433255 0.120208101402729 0.104370425877371 0.40839895004543 0.385504065408836 0.252885218422369 0.414046227091418 0.388621581060657 0.358523297588674
"V49" 0.179667783605421 0.119003962573518 0.0973750309152958 0.390827033339728 0.347218780520688 0.25159185267214 0.404818325189037 0.408448799153301 0.308738728522703 0.195242220198246 0.121066021997759 0.103874288933603 0.403612515821379 0.391512169830069 0.256288913024845 0.41286251923441 0.388806500788871 0.358665522015843
"V50" 0.181380946031826 0.118580388466125 0.0973201521089238 0.393312446679252 0.338350471452607 0.254873904195371 0.406192566251162 0.408318445356224 0.308594312344593 0.195002617040542 0.122087255244202 0.104822841983203 0.40495730938553 0.377733601840742 0.25726122023613 0.412661102217575 0.389760132398134 0.35911553978762
"V51" 0.184746547668464 0.119726027174438 0.0971541111286953 0.400385279725326 0.33449188483559 0.250873768107747 0.408637162137802 0.408951393464398 0.30879854047304 0.196302052124357 0.121761429574049 0.104410834520596 0.406438710686512 0.37107084719663 0.253817620813799 0.413672620609402 0.389925512387322 0.359027912869452
"V52" 0.187861553619748 0.118757461842216 0.0967844658655074 0.406756419394337 0.333818817495362 0.249298928707624 0.410695159306997 0.409464392766337 0.30963614938891 0.196662191086791 0.122365983426809 0.105344480336714 0.403813994683498 0.379088304568095 0.251471840985311 0.414174730204161 0.390031094130238 0.359171747386763
"V53" 0.187049482164303 0.118297970694757 0.0967131453327815 0.410437377177555 0.335641973709206 0.251159483115244 0.410382289897122 0.410474866394742 0.310710124377756 0.194288332675408 0.123083375491272 0.106607290321644 0.402037294108993 0.383351111565219 0.250957741656688 0.413075044831406 0.390869742687801 0.359306274512866
"V54" 0.185217601545106 0.12188445150182 0.096340199869417 0.412579370370567 0.343713496499945 0.252552924084423 0.409226527621679 0.41225322420808 0.311297036028506 0.193890646396744 0.124465286167623 0.105821820080075 0.401769324871396 0.377579865075203 0.252121820053219 0.412708741955272 0.391614446068575 0.358759778879791
"V55" 0.186876839618064 0.124966191290902 0.0971099653105411 0.40650933720894 0.345919473699385 0.254563524411993 0.409910449857749 0.414189643566706 0.312317107732647 0.195475452646594 0.12205118134133 0.102873262828358 0.402034876974288 0.377143092072481 0.253413146222267 0.413472953295852 0.39022947364829 0.357305218276433
"V56" 0.188658126106141 0.127801448712224 0.100824925989201 0.398949884809787 0.333957654433644 0.259403428992852 0.410926614009263 0.415841465685641 0.313361219808821 0.19633036948494 0.119806150433248 0.101429359623053 0.400066446271361 0.38630623273531 0.252473350793221 0.41419370620146 0.389061402878388 0.356207085555937
"V57" 0.194416631263591 0.124016485893092 0.101389974671783 0.396998164317913 0.337079467190278 0.25731069295799 0.414333031203066 0.41467827624536 0.312841807285568 0.195692979894713 0.119999819659993 0.100255647124495 0.399667973524796 0.385665672497165 0.251806397577679 0.413962541291834 0.388869046229581 0.355751554672638
"V58" 0.196702747961937 0.119084775885804 0.102073857019457 0.398422424945577 0.338820899163651 0.250871814374302 0.415792846358545 0.41338343480373 0.313405891341045 0.196494722251505 0.11950545005942 0.104031286839761 0.398937585999266 0.382046918408402 0.25150458596965 0.414291092016477 0.388111560761052 0.357403382945291
"V59" 0.191912315382713 0.120127464459414 0.0982923417186521 0.396640143809182 0.340410426153355 0.247423074204365 0.412641327270376 0.413894403010861 0.31180670550964 0.195916410682553 0.120728928359914 0.105602804796022 0.399024010120192 0.3895671501306 0.252818478093346 0.414066404052858 0.38863706368927 0.358301696570051
"V60" 0.185301987932995 0.119433550640534 0.0980995138569743 0.398060045244461 0.3393942071368 0.249812527379799 0.408245300362723 0.412929747916398 0.311317926978551 0.195632810155428 0.120505220295193 0.106028719488712 0.397087715704729 0.388664487517169 0.253777315063945 0.413944952456821 0.389314789822994 0.358466355819625
"V61" 0.183598821065189 0.118138507691943 0.0964879116060975 0.403597070152249 0.349868028021232 0.250396690996985 0.406443033011841 0.411430376925468 0.311334095699911 0.197297365016989 0.121293655081592 0.106140667098041 0.396420915783548 0.386346752450984 0.253614464637454 0.414851167792774 0.39003402013683 0.358307301159616
"V62" 0.187303909636418 0.117627646014944 0.0950680329692184 0.406123142866218 0.357171126451978 0.251787782975174 0.408202151476941 0.411616300051228 0.310257224196683 0.197804771560463 0.12298840750646 0.105188946026365 0.397003138069325 0.378086551553146 0.254600582854798 0.415066322175901 0.391114866979049 0.357835204792126
"V63" 0.187625107756128 0.118330699735134 0.0980405226946582 0.407221505638696 0.341006097599697 0.2490489573956 0.408618026985663 0.412634631371882 0.310857216522397 0.197192269145105 0.122499307419939 0.105990008304164 0.39783401784794 0.372678445608377 0.257585256920394 0.415022491750823 0.391398417048413 0.358113185792127
"V64" 0.184558971743986 0.119477366455299 0.0965099168829128 0.403503880069459 0.331029114194315 0.244875088155028 0.406866268889371 0.413030509925896 0.31065058286179 0.199932257522746 0.121746627012872 0.105519354227417 0.398497230524655 0.372908711041414 0.256779347826985 0.417016827336466 0.391813355679744 0.357880006414915
"V65" 0.182324206423502 0.12000243504732 0.0934383679123723 0.396247865046458 0.348366951570046 0.245968442268341 0.405797171960875 0.413044360547173 0.309201396937814 0.201171640172235 0.121614961534018 0.106175586022826 0.400798488682569 0.374044079266069 0.255297546294548 0.417769091784723 0.392390886402079 0.358216142745017
"V66" 0.182735022288842 0.118922803909076 0.0909878225249525 0.396144530400802 0.349660298123695 0.246261264395708 0.405248822625293 0.411610226978544 0.308191566257193 0.19964249878642 0.121779560984216 0.107615461702143 0.399589595941388 0.375855261782937 0.256141282099422 0.416996512862462 0.392735869121551 0.359396165900402
"V67" 0.18422015546796 0.114968564921995 0.0904775244365453 0.395254857300837 0.337439768911579 0.245835049915383 0.404917015044396 0.409467766802574 0.307536994666846 0.19997009014923 0.121666461431167 0.108263163527934 0.39635230785379 0.379961373381862 0.255719764983793 0.417346888902687 0.393099519836702 0.359966384582814
"V68" 0.18284177828351 0.115197012146096 0.0907217111095961 0.397649877743949 0.328723292226476 0.246169082686472 0.404233493592458 0.409794254707042 0.307443288449924 0.197969468688621 0.122614573807005 0.106767747931734 0.393983181671146 0.384981500203411 0.254307578241781 0.416442187901794 0.392968529644506 0.358969883080274
"V69" 0.182071192950445 0.119950997175546 0.0917005535015255 0.407639180907242 0.33673965046504 0.242032932174453 0.404055074567017 0.411129775303833 0.307590967170605 0.195851508385248 0.124286346647152 0.10589138629048 0.39401314134885 0.385082200328132 0.254545868696738 0.415559077096621 0.392846158859028 0.358432679182133
"V70" 0.180329676502417 0.119300579421704 0.0915103994830453 0.409485528442583 0.336999194940672 0.243506348905589 0.403437325422719 0.410408752263296 0.30567152413402 0.196612266806584 0.124184401176481 0.106694328058088 0.39312532821368 0.378008292790932 0.25561569583558 0.416049153587634 0.392586810319016 0.359296519906363
"V71" 0.179421500263143 0.118212590158175 0.0908884843655406 0.397927634153782 0.34125597265226 0.242029381013549 0.402446894955621 0.409795472881601 0.304484714115323 0.195515634137426 0.123332984744924 0.106577793114988 0.391918993984929 0.375478216135224 0.254587905661848 0.415276059131107 0.391795675287943 0.359295962206586
"V72" 0.178984322603904 0.120102363402014 0.089243695319411 0.389133797253807 0.341798281751682 0.237318865238349 0.401680456114423 0.41074079322584 0.304177158133535 0.195601665316271 0.122681989607896 0.106285925605443 0.394839057653908 0.380133776172001 0.25908222266414 0.414973105027976 0.391665331539915 0.358695438281888
"V73" 0.182159300302981 0.118233090636523 0.0899817183552861 0.387165661518995 0.329620614611327 0.232604341682145 0.403527507604318 0.410209505015832 0.304058678437822 0.195286910840389 0.121791369499832 0.108384944570644 0.39654506519262 0.373612161788838 0.261561427923422 0.414737859091793 0.392079680535613 0.35936494322603
"V74" 0.185225823485511 0.117183325508163 0.0927223791116184 0.387798749816952 0.322403786353428 0.232379419887001 0.405193923527877 0.408923094665811 0.305316021224951 0.197323210574558 0.121461081391445 0.111492425403977 0.398471134872873 0.371757973237195 0.260117342018718 0.41555213639001 0.392630054774765 0.360052571963935
"V75" 0.182935235464178 0.115595050241627 0.0938313280994908 0.387834937226125 0.336105226612155 0.239880130261839 0.404418756417438 0.407870925001586 0.305911554265396 0.197721219750129 0.121716018990676 0.110350677584654 0.402743821718526 0.373253388513459 0.258868149171198 0.415562739777823 0.393000487421798 0.358946259805325
"V76" 0.180860522102061 0.114059456220526 0.0924718188303219 0.390289864619104 0.342863834037307 0.24187353002289 0.403747169502949 0.407103036381591 0.305258999636198 0.198110136489371 0.120877371912038 0.108176534851865 0.403345106076136 0.375608589110486 0.25875986795505 0.415754030689273 0.392297749914046 0.35775130739647
"V77" 0.183827437048105 0.112940738608993 0.0927085474894609 0.390983993241612 0.341013159828855 0.235805472222651 0.405506226371446 0.407346446690497 0.305922516480621 0.197887890395283 0.119530703801221 0.108098641663841 0.404445726131468 0.37682970677982 0.256758165008023 0.415570552979238 0.391701729988488 0.357223799328768
"V78" 0.187714131632155 0.116176840100071 0.0927992375228976 0.38926015870016 0.3395575477702 0.238674107058614 0.408001668040514 0.4097079110204 0.306262707770084 0.196114826277313 0.118675665967348 0.107389681318533 0.401766133149887 0.376023022673333 0.25638108445307 0.414417048216551 0.391497355570315 0.356828776393259
"V79" 0.183579815498229 0.117829176171666 0.0942312282249443 0.387829869066111 0.330960007091025 0.24719449086984 0.405835077045485 0.410804371773087 0.30633850075282 0.19415981976102 0.11783499597923 0.105957405325044 0.399666550661038 0.369293858937036 0.25261250363986 0.413112328633075 0.390751523987726 0.356872507127318
"V80" 0.178467177562031 0.119227736475391 0.0935283676964851 0.38531453713716 0.328607949538649 0.252703138432417 0.403108466052075 0.411696908951186 0.306043616875842 0.191484040293523 0.120034777376922 0.106062612016109 0.398791936048677 0.375355021193854 0.252798845721712 0.411572063201327 0.390850276378404 0.357057337471171
"V81" 0.180500264519873 0.122092572913027 0.0941569571479889 0.378789363777868 0.333230998703551 0.251688060037193 0.404615886039652 0.412952265995971 0.306855998044079 0.190632390497524 0.121126516072409 0.105655329276277 0.402441130317484 0.37613387073661 0.255059690505521 0.410731099974713 0.390801851164386 0.356739070004999
"V82" 0.18414490931972 0.120680581436339 0.0937638192331115 0.375536343042356 0.329872014767584 0.246245239224256 0.407203437412005 0.412429452124644 0.307411740559866 0.189993297201185 0.120631673953166 0.106800286914033 0.404484708805647 0.386243474507847 0.255964361890531 0.410338364098223 0.390625235125266 0.357183059764542
"V83" 0.182610553381462 0.119968292480928 0.095615642278828 0.377606496448248 0.333034223040345 0.242592019110806 0.407268548368843 0.412176186960546 0.308538472911046 0.190491615722555 0.119545753860292 0.106655106799757 0.40570514844588 0.387040732860757 0.25292057039763 0.411047043126354 0.390321626207497 0.357068344335561
"V84" 0.177465122423362 0.123789755218983 0.0997867212254605 0.382579614230612 0.337093504541311 0.240956427332638 0.405486200092917 0.413105562843066 0.310562286108796 0.192295137855569 0.118529125197027 0.105291931054864 0.40084674660297 0.386740438603175 0.247731747553982 0.411930903142409 0.389769314924422 0.356362875252644
"V85" 0.179664747993128 0.121499915525982 0.100053916166055 0.387046166851595 0.347722072071139 0.241719815402478 0.407159743064082 0.412463681648526 0.310758249266979 0.193786510960768 0.118835793336905 0.106368697671255 0.39882477962929 0.385043687146463 0.246714859635188 0.41289115694935 0.390227286404669 0.356273935431283
"V86" 0.184491827330569 0.123002733448126 0.0993630675043113 0.391791000073477 0.342218323534376 0.245263712518419 0.41005804048001 0.413587913881142 0.310684510451887 0.193880967904073 0.120275002173442 0.106019226031397 0.397944329447107 0.383876335742358 0.25015242518036 0.413452282465064 0.391077379142233 0.356224897708728
"V87" 0.188856031658862 0.126768096805792 0.0998513916284338 0.395205879056456 0.343886603610636 0.252546143361232 0.411993615094129 0.415493613837256 0.311312759264672 0.191694000428858 0.12027083536107 0.104046094914367 0.399488882371857 0.382209447066158 0.251514087953155 0.412322893514186 0.39048481460235 0.356492577271503
"V88" 0.191560484172953 0.126637671417935 0.0976083193961797 0.390357687064177 0.350690099391581 0.255231759940586 0.412715841419877 0.415484018080172 0.310831727181297 0.192274712691785 0.121763818992898 0.104839916045751 0.405721686975357 0.381376222675879 0.251571130990641 0.412937089619899 0.390497179404849 0.35716212718724
"V89" 0.190939591328064 0.125931792776454 0.094650781474499 0.385166720348701 0.363105758727287 0.254001651373279 0.412220746586242 0.415268058213142 0.310453211454792 0.195193432719856 0.123462552683431 0.106111611963933 0.410120848887096 0.381417027901899 0.253544369244503 0.414927943236382 0.390935107930997 0.357823627544136
"V90" 0.187905025312747 0.125593004263039 0.0951014309669565 0.383567964518296 0.352998659268798 0.25670633616083 0.410901335584305 0.41616940506372 0.310485062498029 0.196232849713031 0.122293945869541 0.10533089464161 0.409359206841856 0.386455886275069 0.254507696181752 0.41572684545573 0.390312513150878 0.357916111642668
