"average_test_body_acc_x" "average_test_body_acc_y" "average_test_body_acc_z" "average_test_body_gyro_x" "average_test_body_gyro_y" "average_test_body_gyro_z" "average_test_total_acc_x" "average_test_total_acc_y" "average_test_total_acc_z" "average_train_body_acc_x" "average_train_body_acc_y" "average_train_body_acc_z" "average_train_body_gyro_x" "average_train_body_gyro_y" "average_train_body_gyro_z" "average_train_total_acc_x" "average_train_total_acc_y" "average_train_total_acc_z" "SD_test_body_acc_x" "SD_test_body_acc_y" "SD_test_body_acc_z" "SD_test_body_gyro_x" "SD_test_body_gyro_y" "SD_test_body_gyro_z" "SD_test_total_acc_x" "SD_test_total_acc_y" "SD_test_total_acc_z" "SD_train_body_acc_x" "SD_train_body_acc_y" "SD_train_body_acc_z" "SD_train_body_gyro_x" "SD_train_body_gyro_y" "SD_train_body_gyro_z" "SD_train_total_acc_x" "SD_train_total_acc_y" "SD_train_total_acc_z"
"V11" -0.00128805274655175 0.00365226394349237 0.00159668733616797 -0.0167310135398066 0.0147172132102579 0.00742378902842314 0.818463192262674 0.00783841967556837 0.0815702816594265 4.54134473294204e-05 -0.00370666175881434 0.00449349380623681 0.00039088603499796 0.00193353374854153 0.00444417270472728 0.806948880928579 0.0248669326101877 0.0904137510894097 0.184781166960409 0.120164313618976 0.0985134712137793 0.408930100389547 0.341716131111636 0.24709505937501 0.406276480209633 0.40899191484399 0.306572296741713 0.198017157607611 0.127188322800882 0.115025332185026 0.419384235936332 0.377856972144158 0.261277910547325 0.415781219261464 0.394228705599244 0.357498743221862
"V12" 0.000409422567072616 0.00380001228434238 0.00215691663755684 -0.0211315119992576 0.0129838869352077 0.0081337458751337 0.82010308052036 0.00802567915362742 0.082161251004228 0.000849827690821273 -0.0033394971321843 0.00475272133527652 0.0011121614655185 -0.00172217723271885 0.00369393199029937 0.807705150510052 0.0252841297554597 0.0907132020901224 0.184925416487862 0.119317395946158 0.0978871691854373 0.411117998388458 0.340899660045645 0.25007747873048 0.407352648568977 0.408784313217124 0.306006425753007 0.199713237619949 0.127304818717817 0.112608048730198 0.420337452326504 0.380952901761034 0.260751908591894 0.416897141503561 0.394178055062611 0.356142647782498
"V13" 0.00312875397226366 0.0030747056277153 0.00264487271490159 -0.0242402651062419 0.0086474064532114 0.00998678238833526 0.822764938319952 0.00734044408187988 0.0826791443233797 0.00111125528127587 -0.0034619019587678 0.00463667856525054 0.0029626880361895 -0.00638102542015601 0.00305582396387432 0.807919058192587 0.0252105760703958 0.0906387539555291 0.190005824478515 0.117500973125819 0.0980405217232355 0.411821585545714 0.340475250113226 0.247067056252636 0.410886613278106 0.409017664710845 0.306070749412168 0.200965705808089 0.125700435988705 0.112668107955769 0.423136434248548 0.38040781606282 0.260900216135051 0.417627408817022 0.393593772059219 0.355728393698309
"V14" 0.00492703294289583 0.00080527039460604 0.00200088116825008 -0.0239025082398914 0.00726245802365694 0.0112800195344235 0.824506073883984 0.00511165547372243 0.0820643822231761 0.000940689868871191 -0.00406490391024361 0.00444634363189962 0.0045830871095718 -0.00921182465054434 0.00248012777427775 0.807701731177394 0.0246550134601415 0.0904914095912214 0.194446698923732 0.1203468922982 0.0976963993393182 0.408322805840399 0.343072281457809 0.248477432017245 0.413576887845867 0.411475455399171 0.306208814908543 0.199548343669604 0.124534118845877 0.112350834447136 0.421323933375038 0.376988369179499 0.260422400272344 0.416828898021732 0.393389982628088 0.35562089217639
"V15" 0.00326497064940142 -0.000814847771886596 0.00143378115950458 -0.0215297067757359 0.00935469562628096 0.00834285419761113 0.822787537861724 0.00353269721014591 0.0815258857480387 0.000663381536396164 -0.00380099099006148 0.00366049369595403 0.00503097490805835 -0.0114056660120166 0.000443973807532508 0.807378537852646 0.0249647347384712 0.0897499577578672 0.189209631013761 0.122567299281851 0.0974872301690005 0.405064390982775 0.33769295175823 0.252936036019072 0.410218792340372 0.41244486893125 0.305936710589741 0.197509121394793 0.123496465355145 0.111417792637297 0.41846956876727 0.370954823009257 0.256176678085781 0.415633005388903 0.392758829266545 0.356227247410827
"V16" 0.00119014151976586 -0.00121324844659654 0.00241148338457448 -0.0193641620517679 0.0124279377358195 0.00512873410600271 0.820657170312318 0.00317583204217849 0.0825316311659043 0.000142178546757685 -0.00275664347054108 0.00280480862251755 0.00450224171260977 -0.00930303366736303 -0.0018563086834898 0.806812433848637 0.0260530604429257 0.0889400589942913 0.182783605768308 0.124002908225813 0.0968075757754435 0.401501137960642 0.337754923935888 0.255785774861258 0.406113373023426 0.412614306653662 0.3053515424075 0.195450228782134 0.125426077108973 0.111800978520623 0.418254296987008 0.376491530211942 0.257934632623523 0.414341737570661 0.392716432469947 0.357053810902165
"V17" 0.000844694157441466 -0.000582269546354259 0.00307057991504072 -0.0175065594582469 0.00927914644120903 0.00516031701460129 0.820257354845029 0.00384854243745165 0.083218286284944 -0.00203116633282209 -0.00145880875008909 0.00239704800874728 0.00263390989778536 -0.00684023657151537 -0.00403285328867383 0.804595223397756 0.0273928933706338 0.0885794164474306 0.182713852867848 0.125505771497129 0.0971092808757114 0.396203018860277 0.345041804645036 0.256135896039581 0.405715053896679 0.4131280015585 0.305771598113178 0.194258359885813 0.125437765946819 0.110283018859688 0.422419717426941 0.378079371876739 0.259675546428263 0.412942513639891 0.392239254015333 0.356540477818154
"V18" 0.000434415545271802 0.000135503611474041 0.00277575357662131 -0.0143855518607933 0.00493582098335256 0.00591442802496098 0.81979398209379 0.00460807681890058 0.082950623228266 -0.00466174760206951 -0.000927232495877951 0.00204469237462663 0.000418210129053577 -0.010152545403856 -0.00581505940733433 0.80192180336554 0.0279644052181678 0.0882754221562565 0.183595253830364 0.123445783972977 0.0962343993554357 0.395455775951767 0.337378735645783 0.251728945091262 0.405883040964045 0.412208072730761 0.306148121487379 0.191568619573185 0.124019032353012 0.111310901113517 0.424865864618432 0.391169495637909 0.258720969834651 0.410837885160001 0.391750393342144 0.35680094935101
"V19" 0.000313894841483203 -0.000679940321397353 0.0018202325013512 -0.0125495069589074 0.00860847384861893 0.00487108345102511 0.81962173944435 0.00383428787441127 0.0820219655672209 -0.00546450418237844 -0.00092823168189679 0.00190932419042165 0.000284701783355549 -0.0144325575382299 -0.00618806218130277 0.801077107640042 0.0280012484840832 0.0881895529338003 0.181493715517786 0.122229199479807 0.0980872866365163 0.39971158519377 0.334475672897778 0.246658547321881 0.404971682377003 0.41203775247391 0.30752915423465 0.190250463046185 0.122789985545914 0.111462009218499 0.426619706895882 0.391300088005421 0.256939556933588 0.410026390476663 0.39142595082276 0.356655752626974
"V20" 0.000491623601170682 -0.00115705765217842 0.000629634530668476 -0.0152010511300071 0.0143856079519783 0.00185447492934371 0.819749176346658 0.00339858834591992 0.0808579916545436 -0.00564453787026483 -0.00105647104145675 0.00132628420797674 0.00108861651306202 -0.0161058482234555 -0.00605468448886371 0.800855844299835 0.0279087546571341 0.0876570304962827 0.178126106643343 0.124854669553867 0.102055355083759 0.404323964081451 0.339824840350959 0.246468325449829 0.403759726918791 0.41313605494218 0.309637756306634 0.192141139224201 0.121993956853582 0.110503416075874 0.420984292477098 0.38422464639928 0.253582074558149 0.410770681572837 0.390996372467225 0.35610036675079
"V21" 0.000546873351270105 -0.000774718441583644 0.00110025865574143 -0.0187217415363522 0.0157482332201459 0.000944518420309128 0.81975564243831 0.00382197226915507 0.0813550190329318 -0.00470352543235181 -0.00161931615960147 0.000448178264364676 0.00223641261305197 -0.0151348260094356 -0.00543824390967024 0.801756114519002 0.0273795574491159 0.0868303290368838 0.179794850190414 0.122734001233701 0.102116825714897 0.405312340593148 0.356424481226792 0.247213927061016 0.404708199198941 0.41243533826903 0.309438002391594 0.19319522390494 0.12218230740044 0.111083476920117 0.418227519383048 0.385083831858053 0.253740681089673 0.411534503358055 0.391207908691112 0.356223430376811
"V22" 0.000701877227489311 -0.000957136551669155 0.00158779169204978 -0.0202288384940743 0.0119546143329216 0.003411901807302 0.819863390156227 0.00368009442490668 0.0818687306235494 -0.00335572271154831 -0.00194394402353795 -0.000266458618962323 0.00544045920766295 -0.0130191207957869 -0.00570199308884725 0.803063489967369 0.0270864708801415 0.0861678218088868 0.181831139046605 0.122556127500971 0.100361055612309 0.409545058268537 0.349556407719645 0.247405975642101 0.405485794029381 0.412692657066355 0.30866420100837 0.192409466117284 0.122945213594018 0.109571287470408 0.417113339616903 0.387644132399764 0.257032393739776 0.411508445545328 0.391657242229607 0.356072790981026
"V23" 0.000825581462585341 -0.00119872004357245 0.00113353815308958 -0.0217936773741262 0.0058811905309603 0.00547132577049881 0.819941430360672 0.00347842435673566 0.0814404442708178 -0.00342121273943973 -0.00162467751714499 -0.000962439368439853 0.00865608230428482 -0.0110512219612915 -0.00635018930801537 0.802957748426863 0.0274351515438711 0.0855245074317723 0.18508773438386 0.125686083259227 0.100039352789149 0.412844023480487 0.346843582915649 0.252867884339734 0.406609965037091 0.414173383630462 0.308891302723003 0.191283139874834 0.12298207799451 0.107565383172382 0.417690690956442 0.384862535216435 0.257139264611328 0.410678111274063 0.391162861563882 0.356081700480388
"V24" 0.00104059774461215 -0.00126913205838548 0.000901009371408212 -0.024079297736247 0.00408876336579131 0.00629183617642294 0.820112440602443 0.00344717809519511 0.081233674418585 -0.00302545336319709 -0.0010308870120404 -0.000940474905693512 0.00983956686371248 -0.00930815564632284 -0.00584673668464567 0.803313364746027 0.0280562169823885 0.0855994635869682 0.188726475271347 0.126797637939384 0.0990758205696034 0.408073327916049 0.348541500297697 0.257356711361574 0.408394558818594 0.41480466940769 0.30875795583258 0.192178766275378 0.124831417603823 0.107962314273796 0.422656246872045 0.383930255076551 0.256582930182505 0.411197090930297 0.391324703186973 0.356417875113475
"V25" 0.000612650441228911 -0.00144747334905599 8.19880530159483e-05 -0.0257638418901595 0.00491110946214455 0.00668417917812182 0.819642170197082 0.00330713933673227 0.0804402043292501 -0.00288752145008732 -0.000213256341726469 -0.00118461772474026 0.00833305711425639 -0.00882350474996926 -0.00688740870955405 0.803411186105287 0.0288989990439336 0.0854084244179399 0.188273857255591 0.127382454093932 0.0972920719457063 0.403634541638331 0.356711801116878 0.25549530862181 0.408426501331316 0.415283258889791 0.308705990434127 0.194531685331563 0.125931331157911 0.108912885808507 0.425131274556161 0.388404464320208 0.258547377469863 0.412529069967055 0.391399575448157 0.35683529822974
"V26" 0.00011240463005022 -0.00230075906727282 0.000688008110340346 -0.0265804857173919 0.00332380356586698 0.00645662569285545 0.819101314878181 0.00249117452744825 0.0810715415162267 -0.00331683541477661 0.000696688287803455 -0.00175946062307975 0.00509184991093444 -0.00740278839706746 -0.0082725567476892 0.802941751662832 0.029832026536303 0.0848865836917954 0.185107474702989 0.126877030869337 0.0975313725169834 0.400663309373109 0.351097705802037 0.256604915587863 0.407039237140653 0.415952276528769 0.308597500839024 0.194738601847534 0.124704180937706 0.108082490399385 0.423689726711909 0.390973868044369 0.260134878096143 0.412467648806463 0.390380920061739 0.356787469020942
"V27" 0.000255370811213098 -0.00356511169117747 0.00275355098653885 -0.0265599974626705 0.000803230184777062 0.00595210362472684 0.81920540220979 0.00126302917687818 0.0831621522612012 -0.00282463481241308 0.000920853799134793 -0.0016083139448191 0.0040013445524932 -0.00688302208783052 -0.00733118280284657 0.803393766783814 0.030077301756624 0.0850904209802095 0.186360729515458 0.126091622985501 0.0952489714567467 0.398785183604192 0.345829920118667 0.25514129964507 0.407509293090225 0.416277070242203 0.306533568823063 0.193641796957171 0.123491965548469 0.107174240146581 0.420311149324626 0.390505356881219 0.259968406729361 0.412122994533151 0.389960047483302 0.356542654030668
"V28" -0.000468065228297251 -0.00502832370829522 0.00301228634210282 -0.0228547107463269 0.000635063832799288 0.00533436083446183 0.818444801967255 -0.000165265311774686 0.0834457458581812 -0.0025806197146701 0.000478706927750019 -0.00205805782773871 0.00486900787879421 -0.00955802133374211 -0.00547463687282205 0.803597497378373 0.0296544104348885 0.0846928471994547 0.190380373929236 0.122169037168927 0.094022407827018 0.395847375862692 0.34663197824571 0.253313509613266 0.408816889296102 0.415373360091601 0.305381030226106 0.193494893700888 0.124618385460507 0.107475844106085 0.417625122659932 0.383216273209461 0.260107333921832 0.412240124783361 0.390690924150209 0.356820446105312
"V29" -0.00168845187806552 -0.00665017045859518 0.0020419423443943 -0.0178263291687546 0.00495807354262504 0.00346114721324703 0.817188930801357 -0.00175370728646081 0.0825001220656261 -0.00214029740918443 0.000320719049662881 -0.00296811095903183 0.00630343564926795 -0.0104366756969298 -0.00358689106880196 0.803997410785677 0.0295139392953128 0.0838342382171858 0.191338484967611 0.12040154819335 0.0956343625165727 0.391731251262524 0.353955818269439 0.2521037542626 0.408799895450091 0.415601741876668 0.30631358726724 0.194814931331708 0.126028023622216 0.107225661933223 0.41810166376748 0.388354157069236 0.261137377716012 0.412964922712624 0.391241807846223 0.356988167613696
"V30" -0.00292671779985239 -0.00679082524331897 0.000973441872066169 -0.0183890324119023 0.00809988503399525 0.00025348177574245 0.815916785364812 -0.00186274870675263 0.0814562721349406 -0.00106629287809875 0.000798775006438697 -0.00314070810411561 0.00790297998188493 -0.00827734368216132 -0.00260840734685623 0.805030896493021 0.0300078802329217 0.0837121416910093 0.189263021023991 0.122607459677411 0.094397126758248 0.383896858854924 0.351487315631231 0.251738346437776 0.407498759937747 0.416687300801398 0.306327488085877 0.196134542113242 0.124720755970204 0.107893362558332 0.417764134190561 0.389135357641759 0.259501915313699 0.414096827946526 0.390819512551055 0.357492948430517
"V31" -0.0054316933881812 -0.005902420125679 0.00108181601913302 -0.0204484382375602 0.00468876710503224 -0.00239449558654394 0.81337936991376 -0.000944804779192399 0.0815892469905294 -0.000657398378513738 0.00140579002249347 -0.00276990911108528 0.00648390256854366 -0.00490013328253781 -0.00280032113820117 0.805399179375204 0.030629251866809 0.0841322806274075 0.184484762612765 0.122845147309758 0.0945856171463578 0.383119628513249 0.333242290890567 0.253962411764973 0.404518853619229 0.416710859606553 0.306058425441431 0.196140569238098 0.121132667192539 0.108993041218387 0.416040037004438 0.382956539350292 0.258408552152711 0.414511017242606 0.389559314032503 0.357842355305925
"V32" -0.00875257811909617 -0.00464858015907302 0.0020926069937869 -0.0188681157147018 0.00152883166326434 -0.00360242198014734 0.810027245081412 0.000336248106173735 0.082624593456057 -0.000839037994178047 0.00128009926133784 -0.00237587274084997 0.00362444526419614 -0.00505022342485365 -0.00267133003203754 0.805176907900505 0.0305165184999728 0.084574294497299 0.177100515724186 0.122438425096654 0.0954494310604884 0.382271759024223 0.328653054373832 0.252848023894227 0.399951873395433 0.415838975349672 0.306423283155379 0.196990803030329 0.121518719374902 0.108303317924907 0.412572240018265 0.383854426484099 0.260893029923738 0.414982796876625 0.389890956009921 0.357164697870217
"V33" -0.0107638898876349 -0.00279739944725789 0.00134084949597557 -0.0163513310407645 -0.000236006368718357 -0.00352821682983034 0.807985532810655 0.0022121438132338 0.0818973572982151 -0.00019225607925204 0.000508318253801551 -0.00228170293615781 0.00283358196340397 -0.0101245598269184 -0.00177433471673848 0.805783125421591 0.0297564218855767 0.0847149151387065 0.17864140863225 0.12155788330703 0.0982576251159424 0.380130947597758 0.330716918460371 0.254130487469299 0.399682444818275 0.413997264789147 0.307933243848468 0.195282770375815 0.122056145690386 0.106714750144985 0.413302971833418 0.388727194008057 0.262358533362414 0.414655443628564 0.390611444775509 0.356261484201768
"V34" -0.00939349748398734 -0.00161627285451985 9.19477903729218e-05 -0.0147034594705199 -0.00398110682384798 -0.0027978199742209 0.809325900723583 0.00341541094466237 0.0806729520082117 0.00156999281829581 -0.0003850532496713 -0.00233829469862881 0.00252438081404006 -0.0115124144337934 -0.00132164568479992 0.807504957271205 0.0288735621652353 0.0847031054782835 0.181834248940732 0.118194353346574 0.0985035872015881 0.38303228125367 0.338290345264273 0.252472417941689 0.401882928689809 0.411782430290397 0.308320150238774 0.194927990276029 0.122388495426808 0.105223609734399 0.414432918839907 0.382028315040277 0.2582625905526 0.415180478361032 0.391121711212517 0.355679956076407
"V35" -0.00612894506629046 -0.00110103227050085 -0.000461512365549983 -0.0156513482747119 -0.0031797532071191 -0.00204294221650865 0.812560386740075 0.00395022154625042 0.0801439370289379 0.00248797914011629 -0.00104387354415941 -0.00281894423478391 0.00219999066297851 -0.00814330488471042 -0.00169133757559331 0.808382810957726 0.0282241412795756 0.0842654452812119 0.1832808007994 0.117156298712432 0.0982130062101484 0.385056554368148 0.352826227887628 0.253626661771996 0.404250226020727 0.411064704707426 0.308243589812792 0.19304393011691 0.124648072994324 0.106976585546912 0.413181767421392 0.385106855792865 0.258253877476397 0.414594623243207 0.392121374511355 0.356711962054041
"V36" -0.00496071221369562 -0.000951121459194096 -0.000306041813898541 -0.0200788689993563 0.00169461600582457 -0.00095235060523244 0.813698191009162 0.00411718343576519 0.0803237381144079 0.00274149886242116 -0.0011397396770744 -0.00324565559054448 0.00251151540446124 -0.00403198143120443 -0.00136659866567012 0.808596671241744 0.0281365859451425 0.0838798086410909 0.182540558573812 0.119939431395345 0.0967802814078778 0.386392153447169 0.354233339612841 0.25538564006023 0.404564027012638 0.41205346741552 0.306996610780036 0.191065057832674 0.125628138511378 0.106642740353376 0.411927235122186 0.390805875062919 0.260642676356785 0.41394404039242 0.392534677163765 0.357134943895442
"V37" -0.00590540143200916 -0.000871324655011537 0.00154228468776111 -0.0240935557004377 0.00312991691905497 6.46060802042756e-05 0.812722507451832 0.00421159828741093 0.0821962173740075 0.00293065357036031 -0.000761209290063248 -0.00331816285835827 0.00243343907672987 -0.000888215664833243 -0.00117113643920729 0.808746839650108 0.0285223467531814 0.0838463339800734 0.180707996385221 0.120413875447113 0.0951814950196156 0.393773788112088 0.343470429268788 0.252075251231509 0.403617278766236 0.412110123890064 0.305296146873987 0.191560957317136 0.125054820127469 0.107834394244562 0.412582816523365 0.390266838689202 0.259783926356264 0.414159917886012 0.392031579512911 0.357759032429459
"V38" -0.00579401917001629 -0.000816572648274516 0.00308038256419172 -0.0213882047664245 -0.000173346157258229 4.73182397828302e-05 0.812802164731116 0.00427862060318968 0.0837582778097251 0.00218480559705597 5.25149824802775e-05 -0.0039261117342514 0.00147164050273735 -0.00286141043662854 -0.00248840601022633 0.807962884274748 0.0293422330456202 0.0832752456744519 0.182716747856757 0.11826242465917 0.0912476996482933 0.400999366298057 0.340904381245866 0.252290412196597 0.404597183294878 0.411406316057334 0.303476579981685 0.194654463682854 0.125111606317749 0.108787934307924 0.412635097631269 0.391153839865821 0.261394264396485 0.415200914529806 0.391436755215871 0.358676964701997
"V39" -0.00388658635081527 -0.00121668047532745 0.00332823486581676 -0.0156898008482576 -0.00535183671056329 -0.00114451188301289 0.814677000455887 0.00388852918598235 0.0840299587689175 0.00193125979771843 0.000354188223716404 -0.00476384680705658 0.00105603595266281 -0.00702965302408787 -0.00318824940380775 0.807672272650857 0.0296490452578074 0.0824720647928196 0.185626495606592 0.120704651816143 0.0918235173084299 0.403611095235504 0.349530320866538 0.257944224703433 0.406408100960464 0.412823902209002 0.303266932955587 0.195877814771697 0.125105245961554 0.108547030197299 0.413510259612333 0.386476777620353 0.262528567994867 0.415725699884416 0.391402810686842 0.359256871129109
"V40" -0.00278012502357957 -0.000582894125758738 0.00305899772046827 -0.0150038560587733 -0.00481053366569189 -0.00335306457214218 0.815749905621106 0.00453016167862233 0.0837845172870716 0.00236994164226415 3.03996663469804e-05 -0.00555993607675383 0.0022323943506099 -0.00693146675070661 -0.0029514996964728 0.80807507148225 0.029329434228191 0.0817080696769859 0.186571028933008 0.121450822072369 0.0933126604985768 0.404995203674714 0.348231061587953 0.261990019941482 0.407232890754392 0.413077300118595 0.304095529830294 0.193948276717375 0.124542587700849 0.108994342781351 0.41038151567446 0.386403360502928 0.260095205523603 0.415044644929928 0.391470023130355 0.360268862916671
"V41" -0.00388698028891401 0.00139940004815847 0.00227416730087547 -0.015485960189587 -0.00203142569940278 -0.00444047097558324 0.814608495733288 0.00651824058724126 0.0830235426299084 0.0025058478243318 0.000218523411193294 -0.00536835414988928 0.00292651296243158 -0.00414957466831556 -0.00363778985837976 0.808176401270117 0.0295208415273993 0.0819291190308841 0.186903641619295 0.118027804132181 0.0942406599448705 0.404442494940233 0.345253654973387 0.255638925332189 0.406913611806568 0.411121021135547 0.305137789476978 0.194268301450344 0.123688816433644 0.108901029565641 0.408082535964312 0.387058529665832 0.257983987771372 0.415399494361385 0.391107642991659 0.360201702526062
